@relation 'Maven: -C 16'

@attribute X0 {0,1}
@attribute X1 {0,1}
@attribute X2 {0,1}
@attribute X3 {0,1}
@attribute X4 {0,1}
@attribute X5 {0,1}
@attribute X6 {0,1}
@attribute X7 {0,1}
@attribute X8 {0,1}
@attribute X9 {0,1}
@attribute X10 {0,1}
@attribute X11 {0,1}
@attribute X12 {0,1}
@attribute X13 {0,1}
@attribute X14 {0,1}
@attribute X15 {0,1}
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute X30 numeric
@attribute X31 numeric
@attribute X32 numeric
@attribute X33 numeric
@attribute X34 numeric
@attribute X35 numeric
@attribute X36 numeric
@attribute X37 numeric
@attribute X38 numeric
@attribute X39 numeric
@attribute X40 numeric
@attribute X41 numeric
@attribute X42 numeric
@attribute X43 numeric
@attribute X44 numeric
@attribute X45 numeric
@attribute X46 numeric
@attribute X47 numeric
@attribute X48 numeric
@attribute X49 numeric
@attribute X50 numeric
@attribute X51 numeric
@attribute X52 numeric
@attribute X53 numeric
@attribute X54 numeric
@attribute X55 numeric
@attribute X56 numeric
@attribute X57 numeric
@attribute X58 numeric
@attribute X59 numeric
@attribute X60 numeric
@attribute X61 numeric
@attribute X62 numeric
@attribute X63 numeric
@attribute X64 numeric
@attribute X65 numeric
@attribute X66 numeric
@attribute X67 numeric
@attribute X68 numeric
@attribute X69 numeric
@attribute X70 numeric
@attribute X71 numeric
@attribute X72 numeric
@attribute X73 numeric
@attribute X74 numeric
@attribute X75 numeric
@attribute X76 numeric
@attribute X77 numeric
@attribute X78 numeric
@attribute X79 numeric
@attribute X80 numeric
@attribute X81 numeric
@attribute X82 numeric
@attribute X83 numeric
@attribute X84 numeric
@attribute X85 numeric
@attribute X86 numeric
@attribute X87 numeric
@attribute X88 numeric
@attribute X89 numeric
@attribute X90 numeric
@attribute X91 numeric
@attribute X92 numeric
@attribute X93 numeric
@attribute X94 numeric
@attribute X95 numeric
@attribute X96 numeric
@attribute X97 numeric
@attribute X98 numeric
@attribute X99 numeric
@attribute X100 numeric
@attribute X101 numeric
@attribute X102 numeric
@attribute X103 numeric
@attribute X104 numeric
@attribute X105 numeric
@attribute X106 numeric
@attribute X107 numeric
@attribute X108 numeric
@attribute X109 numeric
@attribute X110 numeric
@attribute X111 numeric
@attribute X112 numeric
@attribute X113 numeric
@attribute X114 numeric
@attribute X115 numeric

@data

1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05615194886922836,0.06378306448459625,-0.34430989623069763,0.2043125033378601,0.7979021668434143,0.727924644947052,0.5125055313110352,-0.823491096496582,0.4322925806045532,-0.016494473442435265,-0.6568377017974854,-0.7797985076904297,-0.15807834267616272,-0.4011938273906708,0.8425307273864746,-0.17049656808376312,0.10797853022813797,-0.2609323263168335,-0.25827211141586304,-0.3510429859161377,0.7910308837890625,0.9706586003303528,0.5031976103782654,-0.22447611391544342,0.7120381593704224,-0.3972785770893097,-0.850157618522644,-0.3071169853210449,0.4915449321269989,-0.31743666529655457,0.6735385656356812,0.019567331299185753,0.6969928741455078,-0.171749547123909,-0.9631823897361755,-0.6956387162208557,-0.8457905650138855,-0.32640162110328674,0.13756220042705536,0.6908040642738342,-0.05837346613407135,0.0813564732670784,-0.3412263095378876,-0.2757934033870697,0.09768752008676529,-0.48203662037849426,-0.1364598274230957,-0.25328728556632996,0.15207017958164215,0.09801962226629257,0.44273316860198975,0.048733022063970566,0.0953616350889206,0.3598792850971222,0.49991995096206665,-0.8496934771537781,0.4871938228607178,0.6975349187850952,0.6488776803016663,0.7769784331321716,0.17123129963874817,-0.3277170658111572,0.044706329703330994,-0.3278915584087372,0.1734580099582672,-0.2955494821071625,0.5053783655166626,-0.2786552906036377,-0.17640316486358643,0.09765785187482834,0.2846013605594635,-0.10154851526021957,-0.6020777821540833,0.01310119777917862,0.06499066203832626,-0.06556756794452667,-0.5620141625404358,0.1308971345424652,-0.2832088768482208,-0.006216561887413263,-0.06005256995558739,0.03680543601512909,-0.04488785192370415,-0.22825805842876434,-0.004479540511965752,0.8496720790863037,0.6231186389923096,0.838886022567749,-0.6647422909736633,0.6757186055183411,-0.09168833494186401,0.8136336803436279,-0.17672300338745117,0.7986234426498413,-0.1704295575618744,-0.8524618744850159,-0.12944923341274261,-0.29991090297698975,0.19165946543216705,-0.09119746834039688
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003609519451856613,0.06841723620891571,-0.17075437307357788,0.32651785016059875,1.0801000595092773,0.5284789204597473,0.655745804309845,-1.0274728536605835,0.4700322449207306,0.12707416713237762,-0.7122186422348022,-0.9681712985038757,-0.29294052720069885,-0.3325525224208832,0.9617737531661987,-0.1927061229944229,-0.08767879009246826,-0.2866577208042145,-0.275479257106781,-0.1305934190750122,0.9486312866210938,0.9559029936790466,0.5434523224830627,-0.16618742048740387,0.5369651317596436,-0.39986273646354675,-1.0099470615386963,-0.502045214176178,0.4812805950641632,-0.2842712998390198,0.6403241753578186,0.07205351442098618,0.7112444043159485,-0.3357071578502655,-1.0181820392608643,-0.8795465230941772,-0.6058396100997925,-0.33232927322387695,0.2296558916568756,0.8529223203659058,-0.0965205579996109,0.026010219007730484,-0.21293684840202332,-0.05759989470243454,0.2569110095500946,-0.5386805534362793,-0.07954809814691544,-0.19665193557739258,0.2578454613685608,0.13207919895648956,0.7132843136787415,0.21852172911167145,-0.04218960553407669,0.1924329698085785,0.4486943185329437,-0.7103868126869202,0.3495944142341614,0.7431749105453491,0.6691335439682007,0.8265029788017273,0.1739371418952942,-0.26235294342041016,-0.02493748813867569,-0.4944474399089813,0.1380777657032013,-0.27663448452949524,0.371468722820282,-0.33089691400527954,-0.3517628014087677,0.10327812284231186,0.20463250577449799,-0.13970984518527985,-0.5427618622779846,0.05924008786678314,0.4104991853237152,-0.08599064499139786,-0.5844852328300476,0.15413130819797516,-0.09040569514036179,0.22324740886688232,0.059575147926807404,0.02081410586833954,0.27976852655410767,-0.33106276392936707,0.24085085093975067,0.7573946118354797,0.6833020448684692,0.7406362295150757,-0.6559802889823914,0.7774192094802856,0.034797731786966324,0.889316976070404,-0.2840104401111603,0.8358907103538513,0.023539824411273003,-0.7703375220298767,0.008989845402538776,-0.24992501735687256,0.02960357442498207,-0.09019019454717636
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4609014093875885,0.23188959062099457,0.6073077321052551,-0.6020976901054382,0.2987038791179657,1.3374826908111572,0.7180585861206055,-0.9191580414772034,0.39084652066230774,-1.1764711141586304,-0.05313587188720703,-1.2319296598434448,-0.8561221957206726,0.3202039897441864,0.1222819909453392,-1.2375752925872803,-0.1215895414352417,0.44019535183906555,0.28338396549224854,-0.6169664859771729,0.3307541310787201,0.8202155232429504,0.48450613021850586,1.2060563564300537,-0.6938160061836243,-1.1606556177139282,0.9554071426391602,-1.139165997505188,0.9163559079170227,0.14228852093219757,0.3336736857891083,0.24729704856872559,0.7537365555763245,0.117325060069561,-0.36872538924217224,-0.8434717655181885,0.1898713856935501,0.5231221914291382,-0.06700404733419418,-0.6479708552360535,-0.618063747882843,0.3280499279499054,-0.29202643036842346,0.03273899853229523,0.1379992812871933,0.03061758168041706,1.7953603267669678,0.711779773235321,-0.46106672286987305,-0.8956627249717712,-0.40215206146240234,0.05265826731920242,0.39458465576171875,0.4438762366771698,-1.2698829174041748,0.38710400462150574,0.7585793733596802,0.18924255669116974,0.3905301094055176,0.14452670514583588,0.3262855112552643,-0.21549279987812042,-0.24763624370098114,0.5263237953186035,0.33439841866493225,1.0140089988708496,1.4806575775146484,0.16357193887233734,-0.6039323210716248,0.07235533744096756,0.2546931207180023,-0.8421210646629333,-0.7906528115272522,-0.42771241068840027,0.6845005750656128,-0.6892958879470825,-0.18815714120864868,-0.607485830783844,-1.217954397201538,-0.543164849281311,-0.56178879737854,0.5912383198738098,0.09752999991178513,-0.08682740479707718,0.5728451609611511,0.532867431640625,0.6979691386222839,1.0736290216445923,-0.9818920493125916,-0.11336872726678848,-0.4685119688510895,-0.47607454657554626,-0.22032983601093292,1.4129054546356201,-0.2024741768836975,-0.5105889439582825,-0.3928700387477875,-0.40386441349983215,0.17578157782554626,-0.3850341737270355
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.004045030102133751,0.0015008554328233004,-0.4449879825115204,0.3807336688041687,0.814599335193634,0.9032160043716431,0.8338380455970764,-0.9588589072227478,0.26213452219963074,0.039425790309906006,-0.9137067198753357,-0.9196231365203857,-0.41619759798049927,-0.33384010195732117,1.1324914693832397,-0.16981054842472076,-0.2749581038951874,-0.09092570841312408,-0.6166255474090576,-0.20782071352005005,0.7704119682312012,0.9963060617446899,0.904244065284729,-0.5589447021484375,0.7209942936897278,-0.599422812461853,-0.9421471953392029,-0.1155855804681778,0.9440988302230835,-0.37024736404418945,0.6304612755775452,0.4120752215385437,0.7400888800621033,-0.2608502209186554,-0.8951526880264282,-0.9903631806373596,-1.414171814918518,-0.3136042058467865,-0.030270501971244812,1.173708438873291,-0.04475133493542671,-0.09745948761701584,-0.485731840133667,-0.20036429166793823,-0.0608682818710804,-0.7574501037597656,-0.06402872502803802,-0.18103133141994476,0.3873763084411621,-0.27256524562835693,0.8997684717178345,0.11451809853315353,0.0011817259946838021,0.2216688096523285,0.27722156047821045,-1.2935919761657715,0.7528045773506165,0.7639701962471008,0.7820439338684082,0.9180217981338501,0.06480595469474792,-0.514715313911438,0.022221660241484642,-0.6150482296943665,0.27229446172714233,-0.3899196982383728,0.5580089092254639,-0.42312198877334595,-0.005754127167165279,0.32700711488723755,0.6773676872253418,0.005887159612029791,-0.7065544128417969,0.20348860323429108,0.11008741706609726,-0.13878992199897766,-0.8677720427513123,0.5524066686630249,-0.2875199615955353,-0.0006053514662198722,-0.15021012723445892,-0.24539881944656372,-0.011723088100552559,-0.543587863445282,-0.2144768387079239,0.9354642629623413,1.1086432933807373,1.3170644044876099,-0.7260205149650574,0.8475138545036316,-0.002480099443346262,0.9663881063461304,-0.6782509684562683,0.9872331023216248,-0.1816421002149582,-1.0205953121185303,0.035724204033613205,-0.6094979643821716,0.0737742930650711,-0.10273125022649765
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02805592492222786,-0.0129591329023242,0.1985698640346527,-0.23231415450572968,0.194843590259552,0.3899151384830475,0.4802168011665344,-0.15627284348011017,0.1832646280527115,-0.29619309306144714,0.06776366382837296,-0.24100355803966522,-0.3244648575782776,0.1846669465303421,0.5611670017242432,-0.32417264580726624,0.11926095932722092,-0.14305832982063293,0.10683520138263702,-0.2788947522640228,0.23447352647781372,0.43988683819770813,-0.21468545496463776,0.3074930012226105,-0.10500209778547287,-0.4222538471221924,0.03688787296414375,-0.4493385851383209,0.5274437665939331,-0.15474960207939148,0.5518965721130371,0.00248175160959363,0.03118595853447914,-0.0111101558431983,-0.23675961792469025,-0.029231928288936615,-0.029299957677721977,0.08942370861768723,-0.1875670701265335,-0.1525537371635437,-0.45908844470977783,0.25842544436454773,-0.18792006373405457,-0.2437548041343689,0.23546019196510315,-0.12514236569404602,0.5009562969207764,0.3234425485134125,-0.09535582363605499,-0.1989208459854126,-0.16118262708187103,0.05634111538529396,0.34649625420570374,0.36578086018562317,-0.008962049148976803,0.13598757982254028,0.11036818474531174,-0.044356558471918106,0.3143468201160431,0.2341693788766861,0.45310160517692566,-0.33112969994544983,-0.22663439810276031,0.09260667860507965,0.08701716363430023,0.2513574957847595,0.5207518339157104,-0.11938586831092834,-0.171451136469841,0.2943381369113922,-0.001727570779621601,-0.11753048747777939,-0.17389847338199615,-0.3384320139884949,0.3377314805984497,-0.06196136400103569,-0.017443517223000526,-0.358934611082077,-0.49858608841896057,-0.20755954086780548,-0.04270820692181587,0.3518565595149994,-0.01970231533050537,-0.1357133537530899,0.24901416897773743,0.2853251099586487,0.04498916491866112,0.4247675836086273,-0.2911786437034607,0.1064094826579094,0.07636454701423645,0.13295410573482513,0.22136281430721283,0.597016453742981,-0.38571858406066895,-0.05365237593650818,-0.062089454382658005,-0.25359100103378296,0.20578007400035858,-0.2339012324810028
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4046385586261749,0.316580206155777,0.7221564054489136,-1.0464485883712769,0.6002581119537354,1.266149640083313,1.191400408744812,-0.5141112208366394,0.18257904052734375,-1.3891465663909912,0.17154276371002197,-0.9145011305809021,-0.7718204855918884,0.447813481092453,0.8335070013999939,-1.1058322191238403,0.31246939301490784,-0.2033001333475113,0.7460479140281677,-0.7791700959205627,0.6627756357192993,1.164137840270996,-0.23341767489910126,1.197130560874939,-0.40937551856040955,-0.912340521812439,0.4447035789489746,-1.2898335456848145,1.4726558923721313,0.017281580716371536,1.1316909790039062,-0.20565855503082275,0.31000611186027527,0.05940518155694008,-0.6621885299682617,-0.35222959518432617,0.08076044172048569,0.5082818269729614,-0.5641232132911682,-0.6213880181312561,-0.7726834416389465,0.6930363774299622,-0.3336922228336334,-0.5573215484619141,0.29989561438560486,-0.013666177168488503,1.5957497358322144,0.8526790738105774,-0.5690335631370544,-0.5318934321403503,-0.750747799873352,0.2872917056083679,0.759077250957489,0.8624879121780396,-0.3054715394973755,0.7151509523391724,0.2925516664981842,-0.2104349583387375,0.5576390027999878,0.260590136051178,0.7847367525100708,-0.6916475892066956,-0.3926621675491333,0.5349746942520142,0.44848403334617615,0.8939242959022522,1.101780652999878,-0.10198941081762314,-0.5582662224769592,0.5293840169906616,-0.14441771805286407,-0.6812642216682434,-0.7497127652168274,-0.7675878405570984,0.639634370803833,-0.39297810196876526,0.1946580559015274,-0.7136714458465576,-1.491866946220398,-0.5681312084197998,-0.22984492778778076,0.8436281085014343,0.013145940378308296,-0.3638528287410736,0.7426867485046387,0.5241844654083252,0.03861318901181221,0.8169496059417725,-0.9773850440979004,-0.06668757647275925,-0.10720958560705185,-0.2050599306821823,0.5318349599838257,1.3748103380203247,-0.7443709969520569,-0.3550395667552948,-0.30893874168395996,-0.3460097312927246,0.2925169765949249,-0.34972187876701355
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11177954822778702,-0.2724589407444,-0.10919078439474106,-0.005577914882451296,0.17705965042114258,0.946408212184906,0.8420255780220032,-0.5133088827133179,0.3143238425254822,-0.6998422741889954,0.057179976254701614,-0.5990192294120789,-0.42639705538749695,0.49356260895729065,0.43254736065864563,-0.1972270905971527,-0.16461056470870972,-0.07863800972700119,0.054554201662540436,-0.6790952086448669,0.3724052608013153,0.5482842922210693,0.01904553920030594,-0.009989053010940552,-0.16370351612567902,-0.6967172622680664,0.13638901710510254,-0.4242713749408722,0.45069581270217896,0.23724037408828735,0.4610602557659149,0.24323511123657227,0.29692259430885315,-0.10772572457790375,-0.1795765608549118,0.02954944595694542,-0.324777752161026,0.08001044392585754,-0.19000892341136932,-0.06477197259664536,-0.37613165378570557,0.3372092545032501,-0.3926773965358734,-0.44116973876953125,0.28585317730903625,-0.2946571409702301,0.8065933585166931,0.7468684911727905,-0.29150331020355225,-0.8935276865959167,-0.2537769675254822,-0.38228553533554077,0.7555714249610901,-0.06468475610017776,-0.23400837182998657,-0.12745200097560883,0.6571674942970276,-0.12516817450523376,0.20170177519321442,0.6600512862205505,0.5059707164764404,-0.44488927721977234,0.12965230643749237,-0.017751727253198624,0.0823766365647316,0.08083202689886093,0.8364492654800415,-0.3953312039375305,-0.01260930672287941,0.07722214609384537,0.106702521443367,-0.3309789299964905,-0.41665202379226685,-0.4795975983142853,0.605638861656189,-0.21958933770656586,-0.21361985802650452,-0.15664653480052948,-0.7593554258346558,-0.14109750092029572,-0.42151153087615967,0.32073840498924255,0.062310028821229935,-0.3185361623764038,-0.23676371574401855,0.5759334564208984,0.1471187174320221,0.5413143038749695,-0.28651100397109985,0.02923816442489624,-0.023234188556671143,0.5208779573440552,-0.21308277547359467,0.9000396728515625,-0.2224225401878357,-0.1978922188282013,-0.062356963753700256,-0.5710597634315491,-0.005368551705032587,-0.21730360388755798
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.21574221551418304,0.18085314333438873,0.1526261568069458,-0.25046882033348083,0.250728040933609,0.5523386597633362,0.37904977798461914,-0.4333875775337219,0.4944533407688141,-0.4540184438228607,-0.3988357484340668,-0.394385427236557,-0.15204443037509918,-0.07158539444208145,0.827395498752594,0.040317416191101074,0.002366740722209215,-0.21473538875579834,0.6396774649620056,-0.2243727147579193,0.5700956583023071,0.31785327196121216,-0.1668826788663864,0.3141483664512634,0.30218273401260376,-0.41773083806037903,-0.4395598769187927,-0.3254747688770294,0.9284704327583313,0.1551360785961151,0.7576799392700195,-0.058054368942976,0.032549209892749786,0.2737319767475128,-0.6133838891983032,0.03348270431160927,-0.8810149431228638,0.04680678993463516,-0.19188441336154938,-0.4585877060890198,-0.2557064890861511,0.42786768078804016,-0.8023999929428101,-0.6719235181808472,0.2814110517501831,-0.21807630360126495,0.09074763208627701,0.595940887928009,-0.11301179230213165,-0.6326694488525391,-0.06793989986181259,-0.18191735446453094,0.3635154366493225,0.5720534324645996,0.14484967291355133,-0.5063966512680054,0.50511234998703,0.3960728645324707,0.4309455454349518,0.9439445734024048,0.9420284032821655,-0.3707253038883209,-0.3505387008190155,0.13364210724830627,0.26640838384628296,-0.058402739465236664,0.5674036741256714,-0.38831254839897156,-0.04238676652312279,0.3027659058570862,0.022112753242254257,0.07930568605661392,-0.539167046546936,-0.5378629565238953,-0.008928969502449036,-0.07368124276399612,-0.3327571451663971,0.23047120869159698,-0.8641389608383179,-0.265381783246994,-0.11548703908920288,-0.1725902259349823,0.012966400943696499,-0.022402891889214516,-0.15154802799224854,0.40499359369277954,-0.3677443861961365,0.5357682108879089,-0.45279401540756226,0.34119701385498047,-0.21823382377624512,0.43231266736984253,0.47816377878189087,0.5035263895988464,-0.7328745722770691,-0.4583834111690521,-0.5134402513504028,-0.4923657476902008,0.05720027908682823,-0.3082433044910431
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.115960031747818,0.1170218214392662,0.22549472749233246,-0.07520419359207153,0.7462218403816223,1.3392372131347656,1.0095051527023315,-0.5754430294036865,0.29369285702705383,-0.5233345031738281,-0.3234580457210541,-1.0153969526290894,-0.22631578147411346,-0.009250590577721596,0.8519641757011414,-0.8279832005500793,-0.0390029102563858,-0.8334286212921143,0.3544647991657257,-0.3795132637023926,0.6606860160827637,1.3027743101119995,0.05180680751800537,-0.3262856900691986,0.8932041525840759,-0.7872081995010376,-1.0883959531784058,-0.7388302087783813,0.9589224457740784,0.11164849251508713,0.7153589129447937,-0.0036890211049467325,0.5354798436164856,0.21739855408668518,-1.3681820631027222,-0.624498188495636,-0.7414748072624207,-0.27621325850486755,-0.02614429034292698,0.4685480296611786,-0.1752631813287735,0.7413541674613953,-0.5488026142120361,-1.0907502174377441,0.26296958327293396,-0.49116748571395874,0.1586509793996811,-0.19601114094257355,0.18269330263137817,-0.3827293813228607,0.15307141840457916,0.24340645968914032,-0.10015232861042023,0.5945327877998352,0.5802287459373474,-0.4148085117340088,0.697010338306427,0.23958367109298706,0.6051615476608276,0.8709931373596191,0.1484626680612564,-0.02650703489780426,-0.2234504222869873,-0.32752105593681335,-0.0858590230345726,0.2504640817642212,0.15182708203792572,-0.5634163022041321,0.07712968438863754,0.1035495474934578,0.15729890763759613,-0.3617546558380127,-0.8524889349937439,-0.21108166873455048,0.2072974145412445,0.2849034070968628,-0.4865392744541168,0.11008820682764053,-1.1932204961776733,-0.05982629209756851,-0.1810355931520462,0.42561325430870056,0.21892867982387543,-0.4573727548122406,0.024973997846245766,0.9495407938957214,0.03580932319164276,1.0083891153335571,-0.8185285925865173,0.6994609832763672,-0.3503360152244568,0.6301253437995911,0.1829044073820114,0.732978105545044,-0.20772124826908112,-0.7112084627151489,-0.13366582989692688,-0.4837741255760193,0.0017743161879479885,0.03498626872897148
